cifname,Fraction,Surface,Volume,Diameter,O2absolute
T3_303_NH2_H_H_H-L2_213_CHO_H_H-HCB_A-AA,0.5846,2361.74,1.21093,26.42579,2.15
T3_303_NH2_F_H_H-L2_216_CHO_H_H-HCB_A-AA,0.53752,2210.74,0.943638,22.58019,1.644
T3_303_NH2_Br_H_H-L2_217_CHO_H_H-HCB_A-AA,0.58654,2078.08,1.10829,28.16151,2.795
T3_303_NH2_F_H_H-L2_211_CHO_H_H-HCB_A-AA,0.48434,1874.54,0.718698,19.16605,1.803
T3_303_NH2_SO2H_H_H-L2_213_CHO_H_H-HCB_A-AA,0.5841,3057.93,1.39767,26.113,2.353
T3_303_NH2_CH3_H_H-L2_212_CHO_H_H-HCB_A-AA,0.60218,3827.59,1.68388,28.20647,3.398
T3_303_NH2_SH_H_H-L2_209_CHO_H_H-HCB_A-AA,0.5772,2146.79,1.11762,27.92707,2.708
T3_303_NH2_OCOCH3_H_H-L2_206_CHO_H_H-HCB_A-AA,0.61896,5760.07,1.72788,24.66449,3.667
T3_303_NH2_Br_H_H-L2_208_CHO_H_H-HCB_A-AA,0.60692,2169.36,1.21306,29.58964,2.271
T3_303_NH2_NH2_H_H-L2_208_CHO_H_H-HCB_A-AA,0.61092,2411.68,1.35919,29.58964,2.204
T3_303_NH2_OMe_H_H-L2_201_CHO_H_H-HCB_A-AA,0.63792,3642.64,1.79102,29.83133,3.164
T3_303_NH2_NO2_H_H-L2_204_CHO-HCB_A-AA,0.4754,2997.29,0.881319,16.50176,1.186
T3_303_NH2_OMe_H_H-L2_209_CHO_H_H-HCB_A-AA,0.60482,3704.31,1.66888,28.14542,3.848
T3_303_NH2_COOH_H_H-L2_202_CHO_H_H-HCB_A-AA,0.54492,3110.78,1.21068,22.31068,1.899
T3_303_NH2_H_H_H-L2_214_CHO_H_H-HCB_A-AA,0.54496,2253.28,0.995678,22.58025,1.617
T3_303_NH2_NO_H_H-L2_215_CHO_H_H-HCB_A-AA,0.53342,2103.42,0.914533,22.58023,1.625
T3_303_NH2_SH_H_H-L2_204_CHO-HCB_A-AA,0.46514,2109.3,0.687283,17.16094,1.175
T3_303_NH2_OCOCH3_H_H-L2_212_CHO_H_H-HCB_A-AA,0.62254,6100.89,1.85023,28.33298,4.923
T3_303_NH2_CH3_H_H-L2_214_CHO_H_H-HCB_A-AA,0.56944,3909.36,1.44781,22.85651,2.15
T3_303_NH2_H_H_H-L2_206_CHO_H_H-HCB_A-AA,0.57914,2223.4,1.10029,25.80354,2.148
T3_303_NH2_OH_H_H-L2_212_CHO_H_H-HCB_A-AA,0.57288,2171.04,1.11234,27.97925,2.457
T3_303_NH2_Cl_H_H-L2_216_CHO_H_H-HCB_A-AA,0.52972,2129.25,0.897796,22.58019,1.629
T3_303_NH2_CH3_H_H-L2_208_CHO_H_H-HCB_A-AA,0.6414,4178.88,2.05246,29.80542,3.35
T3_303_NH2_NO2_H_H-L2_209_CHO_H_H-HCB_A-AA,0.59304,3034.11,1.46413,28.0753,3.109
T3_303_NH2_F_H_H-L2_214_CHO_H_H-HCB_A-AA,0.5395,2158.53,0.947114,22.58025,1.54
T3_303_NH2_SH_H_H-L2_202_CHO_H_H-HCB_A-AA,0.5342,2129.52,0.936961,23.11046,1.761
T3_303_NH2_EPO_H_H-L2_207_CHO_H_H-HCB_A-AA,0.63644,4144.84,1.94624,29.38357,3.458
T3_303_NH2_NO_H_H-L2_214_CHO_H_H-HCB_A-AA,0.53352,2101.91,0.914704,22.58025,1.509
T3_303_NH2_OH_H_H-L2_215_CHO_H_H-HCB_A-AA,0.53748,2129.5,0.947674,22.58023,1.608
T3_303_NH2_OCOCH3_H_H-L2_202_CHO_H_H-HCB_A-AA,0.58456,5987.39,1.58356,21.18694,3.594
T3_303_NH2_I_H_H-L2_212_CHO_H_H-HCB_A-AA,0.56212,1892.08,0.933545,27.97925,2.476
T3_303_NH2_NH2_H_H-L2_209_CHO_H_H-HCB_A-AA,0.5775,2190.49,1.148,27.92707,2.518
T3_303_NH2_NO_H_H-L2_213_CHO_H_H-HCB_A-AA,0.57674,2220.48,1.13099,26.42579,2.094
T3_303_NH2_SO2H_H_H-L2_201_CHO_H_H-HCB_A-AA,0.62088,2876.24,1.51325,29.51731,2.713
T3_303_NH2_CH3_H_H-L2_206_CHO_H_H-HCB_A-AA,0.60256,3857.7,1.60143,26.03729,2.753
T3_303_NH2_CN_H_H-L2_202_CHO_H_H-HCB_A-AA,0.52476,2218.89,0.934413,22.10354,1.666
T3_303_NH2_EPO_H_H-L2_202_CHO_H_H-HCB_A-AA,0.55968,3821.93,1.39852,21.69256,2.391
T3_303_NH2_COOH_H_H-L2_212_CHO_H_H-HCB_A-AA,0.58262,3024.76,1.40861,28.12651,2.916
T3_303_NH2_Cl_H_H-L2_208_CHO_H_H-HCB_A-AA,0.60916,2344.46,1.31019,29.58964,2.389
T3_303_NH2_OCOCH3_H_H-L2_204_CHO-HCB_A-AA,0.51266,5815.57,1.15068,14.97849,1.988
T3_303_NH2_H_H_H-L2_217_CHO_H_H-HCB_A-AA,0.59772,2357.37,1.28076,28.16151,2.842
T3_303_NH2_OMe_H_H-L2_211_CHO_H_H-HCB_A-AA,0.50808,3345.52,1.04785,19.45514,2.328
T3_303_NH2_Cl_H_H-L2_202_CHO_H_H-HCB_A-AA,0.53144,2119.52,0.927433,23.11046,1.689
T3_303_NH2_OMe_H_H-L2_206_CHO_H_H-HCB_A-AA,0.59626,3713.64,1.52331,26.02799,2.733
T3_303_NH2_CHS_H_H-L2_208_CHO_H_H-HCB_A-AA,0.62054,3188.92,1.65809,29.7107,2.843
T3_303_NH2_I_H_H-L2_215_CHO_H_H-HCB_A-AA,0.52112,1741.19,0.740877,21.48239,1.628
T3_303_NH2_NO_H_H-L2_211_CHO_H_H-HCB_A-AA,0.4786,1844.44,0.696086,19.16605,1.73
T3_303_NH2_CH3_H_H-L2_217_CHO_H_H-HCB_A-AA,0.62064,4002.42,1.86498,28.38737,3.63
T3_303_NH2_OH_H_H-L2_205_CHO_H_H-HCB_A-AA,0.56076,2249.21,1.07877,25.45503,2.07
T3_303_NH2_CH3_H_H-L2_204_CHO-HCB_A-AA,0.50292,4000.07,1.12381,17.49176,1.456
T3_303_NH2_SH_H_H-L2_217_CHO_H_H-HCB_A-AA,0.59048,2234.7,1.19989,28.16151,2.849
T3_303_NH2_Cl_H_H-L2_207_CHO_H_H-HCB_A-AA,0.6093,2314.67,1.29719,29.58964,2.239
T3_303_NH2_CHO_H_H-L2_216_CHO_H_H-HCB_A-AA,0.54474,2964.09,1.18187,22.50071,1.726
T3_303_NH2_CHS_H_H-L2_211_CHO_H_H-HCB_A-AA,0.49162,2454.51,0.879041,19.33462,2.126
T3_303_NH2_Cl_H_H-L2_204_CHO-HCB_A-AA,0.46022,2115.89,0.675506,16.70759,1.071
T3_303_NH2_OMe_H_H-L2_212_CHO_H_H-HCB_A-AA,0.59792,3693.81,1.61444,28.19723,3.477
T3_303_NH2_NO2_H_H-L2_201_CHO_H_H-HCB_A-AA,0.62714,2941.86,1.57459,29.76491,2.858
T3_303_NH2_CHO_H_H-L2_204_CHO-HCB_A-AA,0.47428,3018.14,0.895147,16.40421,1.243
T3_303_NH2_Cl_H_H-L2_205_CHO_H_H-HCB_A-AA,0.55628,2201.34,1.03414,25.45503,2.126
T3_303_NH2_NH2_H_H-L2_213_CHO_H_H-HCB_A-AA,0.57794,2216.38,1.16323,26.42579,2.175
T3_303_NH2_SO2H_H_H-L2_211_CHO_H_H-HCB_A-AA,0.4866,2526.52,0.864574,19.36089,2.011
T3_303_NH2_SO2H_H_H-L2_203_CHO_H_H-HCB_A-AA,0.62428,3229.14,1.636,29.38334,2.887
T3_303_NH2_H_H_H-L2_203_CHO_H_H-HCB_A-AA,0.62412,2405.93,1.40365,29.58964,2.435
T3_303_NH2_SH_H_H-L2_201_CHO_H_H-HCB_A-AA,0.61468,2045.06,1.21093,29.62455,2.474
T3_303_NH2_Br_H_H-L2_202_CHO_H_H-HCB_A-AA,0.52786,1942.82,0.842055,22.80915,1.699
T3_303_NH2_CN_H_H-L2_212_CHO_H_H-HCB_A-AA,0.56514,2202.08,1.0823,27.97925,2.422
T3_303_NH2_CN_H_H-L2_206_CHO_H_H-HCB_A-AA,0.5632,2136.02,1.02194,25.67081,1.938
T3_303_NH2_OCOCH3_H_H-L2_216_CHO_H_H-HCB_A-AA,0.58248,5976.17,1.53291,20.79743,3.059
T3_303_NH2_Br_H_H-L2_205_CHO_H_H-HCB_A-AA,0.55358,2066.79,0.95192,25.45503,2.099
T3_303_NH2_EPO_H_H-L2_204_CHO-HCB_A-AA,0.4818,3772.66,1.00752,15.51493,1.629
T3_303_NH2_H_H_H-L2_210_CHO_H_H-HCB_A-AA,0.54034,2296.67,0.990562,22.58019,1.655
T3_303_NH2_OMe_H_H-L2_202_CHO_H_H-HCB_A-AA,0.56178,3828.08,1.40589,22.84603,2.488
T3_303_NH2_Br_H_H-L2_212_CHO_H_H-HCB_A-AA,0.56676,2001.02,1.00333,27.97925,2.43
T3_303_NH2_OH_H_H-L2_203_CHO_H_H-HCB_A-AA,0.619,2372.19,1.35338,29.58964,2.459
T3_303_NH2_F_H_H-L2_212_CHO_H_H-HCB_A-AA,0.5742,2171.1,1.1115,27.97925,2.604
T3_303_NH2_OH_H_H-L2_211_CHO_H_H-HCB_A-AA,0.48254,1870.76,0.718659,19.16605,1.693
T3_303_NH2_EPO_H_H-L2_216_CHO_H_H-HCB_A-AA,0.55648,3820.04,1.3506,21.30979,2.248
T3_303_NH2_CH3_H_H-L2_216_CHO_H_H-HCB_A-AA,0.56756,3977.43,1.44303,22.85645,2.227
T3_303_NH2_SH_H_H-L2_212_CHO_H_H-HCB_A-AA,0.5707,2130.45,1.08137,27.97925,2.612
T3_303_NH2_CH3_H_H-L2_210_CHO_H_H-HCB_A-AA,0.5651,3932.53,1.44147,22.85645,2.223
T3_303_NH2_NO_H_H-L2_212_CHO_H_H-HCB_A-AA,0.5706,2157.06,1.08618,27.97925,2.524
T3_303_NH2_NH2_H_H-L2_205_CHO_H_H-HCB_A-AA,0.55852,2305.93,1.07646,25.45503,2.128
T3_303_NH2_H_H_H-L2_215_CHO_H_H-HCB_A-AA,0.54486,2233.6,0.995496,22.58023,1.605
T3_303_NH2_OMe_H_H-L2_215_CHO_H_H-HCB_A-AA,0.5611,3777.17,1.36365,22.45728,2.212
T3_303_NH2_OH_H_H-L2_206_CHO_H_H-HCB_A-AA,0.57302,2131.55,1.05687,25.80354,1.895
T3_303_NH2_CHS_H_H-L2_217_CHO_H_H-HCB_A-AA,0.59966,3016.94,1.50959,28.28825,3.241
T3_303_NH2_SO2H_H_H-L2_217_CHO_H_H-HCB_A-AA,0.5981,3085.68,1.50123,28.30788,3.234
T3_303_NH2_EPO_H_H-L2_205_CHO_H_H-HCB_A-AA,0.58322,3913.1,1.55582,25.30078,3.151
T3_303_NH2_EPO_H_H-L2_206_CHO_H_H-HCB_A-AA,0.59382,3696.15,1.52109,25.1539,2.862
T3_303_NH2_NH2_H_H-L2_210_CHO_H_H-HCB_A-AA,0.5308,2174.31,0.940967,22.58019,1.749
T3_303_NH2_SH_H_H-L2_214_CHO_H_H-HCB_A-AA,0.53462,2047.43,0.910653,22.58025,1.736
T3_303_NH2_Br_H_H-L2_216_CHO_H_H-HCB_A-AA,0.52588,1931.59,0.815163,22.42193,1.622
T3_303_NH2_F_H_H-L2_205_CHO_H_H-HCB_A-AA,0.56228,2282.98,1.07764,25.45503,2.129
T3_303_NH2_NO2_H_H-L2_205_CHO_H_H-HCB_A-AA,0.5744,3141.86,1.36212,25.61645,2.389
T3_303_NH2_SO2H_H_H-L2_205_CHO_H_H-HCB_A-AA,0.56514,3067.33,1.29463,25.23681,2.485
T3_303_NH2_Cl_H_H-L2_201_CHO_H_H-HCB_A-AA,0.61302,2091.42,1.2032,29.62455,2.488
T3_303_NH2_OMe_H_H-L2_210_CHO_H_H-HCB_A-AA,0.55752,3762.97,1.35923,22.45301,2.422
T3_303_NH2_COOH_H_H-L2_208_CHO_H_H-HCB_A-AA,0.6226,3356.97,1.71128,29.72946,2.853
T3_303_NH2_NH2_H_H-L2_217_CHO_H_H-HCB_A-AA,0.59064,2311.22,1.23411,28.16151,2.708
T3_303_NH2_OCOCH3_H_H-L2_214_CHO_H_H-HCB_A-AA,0.58408,5904.39,1.53712,20.88846,3.113
