cifname,value1,value2
T3_303_NH2_CHO_H_H-L2_216_CHO_H_H-HCB_A-AA,5.0078125,22.50071
T3_303_NH2_CHO_H_H-L2_217_CHO_H_H-HCB_A-AA,6.0703125,28.28825
T3_303_NH2_CHS_H_H-L2_201_CHO_H_H-HCB_A-AA,4.51171875,29.74548
T3_303_NH2_CHS_H_H-L2_202_CHO_H_H-HCB_A-AA,4.296875,22.34422
T3_303_NH2_CHS_H_H-L2_203_CHO_H_H-HCB_A-AA,5.15625,29.71070
T3_303_NH2_CHS_H_H-L2_204_CHO-HCB_A-AA,2.5859375,15.91966
T3_303_NH2_CHS_H_H-L2_205_CHO_H_H-HCB_A-AA,4.98046875,25.59413
T3_303_NH2_CHS_H_H-L2_206_CHO_H_H-HCB_A-AA,4.34375,25.83089
T3_303_NH2_CHS_H_H-L2_207_CHO_H_H-HCB_A-AA,4.4765625,29.71070
T3_303_NH2_CHS_H_H-L2_208_CHO_H_H-HCB_A-AA,4.9453125,29.71070
T3_303_NH2_CHS_H_H-L2_209_CHO_H_H-HCB_A-AA,4.36328125,28.05479
T3_303_NH2_CHS_H_H-L2_210_CHO_H_H-HCB_A-AA,4.359375,21.96119
T3_303_NH2_CHS_H_H-L2_211_CHO_H_H-HCB_A-AA,5.94921875,19.33462
T3_303_NH2_CHS_H_H-L2_212_CHO_H_H-HCB_A-AA,5.3984375,28.10676
T3_303_NH2_CHS_H_H-L2_213_CHO_H_H-HCB_A-AA,4.72265625,26.56019
T3_303_NH2_CHS_H_H-L2_214_CHO_H_H-HCB_A-AA,4.66796875,21.96833
T3_303_NH2_CHS_H_H-L2_215_CHO_H_H-HCB_A-AA,4.29296875,21.97321
T3_303_NH2_CHS_H_H-L2_216_CHO_H_H-HCB_A-AA,4.53515625,21.96119
T3_303_NH2_CHS_H_H-L2_217_CHO_H_H-HCB_A-AA,8.8828125,28.28825
T3_303_NH2_CN_H_H-L2_201_CHO_H_H-HCB_A-AA,2.7421875,29.62455
T3_303_NH2_CN_H_H-L2_202_CHO_H_H-HCB_A-AA,4.44140625,23.11046
