cifname,Fraction,Surface,Volume,Diameter,O2absolute
T3_301_NH2_NH2_H_H-L2_205_CHO_H_H-HCB_A-AA,0.44884,2542.64,0.760599,18.22096,1.461
T3_301_NH2_CHO_H_H-L2_203_CHO_H_H-HCB_A-AA,0.5514,3506.78,1.32708,22.37408,1.801
T3_301_NH2_CN_H_H-L2_205_CHO_H_H-HCB_A-AA,0.43758,2398.91,0.721509,18.22096,1.494
T3_301_NH2_Br_H_H-L2_217_CHO_H_H-HCB_A-AA,0.49092,2100.44,0.787912,20.82472,2.025
T3_301_NH2_SH_H_H-L2_217_CHO_H_H-HCB_A-AA,0.49502,2347.88,0.876705,20.82472,2.111
T3_301_NH2_CH3_H_H-L2_206_CHO_H_H-HCB_A-AA,0.50868,4088.85,1.1686,18.76724,1.709
T3_301_NH2_CHO_H_H-L2_206_CHO_H_H-HCB_A-AA,0.48454,3039.76,0.944062,18.64258,1.414
T3_301_NH2_CH3_H_H-L2_204_CHO-HCB_A-AA,0.36356,4974.92,0.760208,10.51519,0.774
T3_301_NH2_I_H_H-L2_206_CHO_H_H-HCB_A-AA,0.45342,1710.13,0.559646,18.26334,1.251
T3_301_NH2_NH2_H_H-L2_211_CHO_H_H-HCB_A-AA,0.32646,1819.98,0.393801,11.90783,1.143
T3_301_NH2_COOH_H_H-L2_215_CHO_H_H-HCB_A-AA,0.42414,3120.54,0.780018,14.64036,1.108
T3_301_NH2_CHO_H_H-L2_207_CHO_H_H-HCB_A-AA,0.54414,3573.71,1.31891,22.37408,1.658
T3_301_NH2_Br_H_H-L2_215_CHO_H_H-HCB_A-AA,0.40624,1888.42,0.518216,15.25529,0.99
T3_301_NH2_OCOCH3_H_H-L2_207_CHO_H_H-HCB_A-AA,0.58534,6638.55,1.70431,21.57669,2.774
