cifname,Fraction,Surface,Volume,Diameter,O2absolute
T3_301_NH2_H_H_H-L2_213_CHO_H_H-HCB_A-AA,0.48648,2612.29,0.908968,19.08362,1.488
T3_301_NH2_OMe_H_H-L2_213_CHO_H_H-HCB_A-AA,0.50868,4064.5,1.24376,19.39274,1.662
T3_301_NH2_NO2_H_H-L2_205_CHO_H_H-HCB_A-AA,0.47032,3313.0,0.956643,18.43909,1.646
T3_301_NH2_CN_H_H-L2_213_CHO_H_H-HCB_A-AA,0.46848,2371.0,0.816469,19.08362,1.333
T3_301_NH2_I_H_H-L2_217_CHO_H_H-HCB_A-AA,0.48578,1908.77,0.712597,20.82472,2.162
T3_301_NH2_NH2_H_H-L2_207_CHO_H_H-HCB_A-AA,0.52784,2608.91,1.04586,22.21663,1.514
T3_301_NH2_NH2_H_H-L2_212_CHO_H_H-HCB_A-AA,0.46356,2322.1,0.773278,20.64158,1.913
T3_301_NH2_OCOCH3_H_H-L2_206_CHO_H_H-HCB_A-AA,0.52402,5760.8,1.22142,17.40273,2.497
T3_301_NH2_OMe_H_H-L2_201_CHO_H_H-HCB_A-AA,0.55928,3813.85,1.35557,22.51766,2.028
T3_301_NH2_NO_H_H-L2_209_CHO_H_H-HCB_A-AA,0.47326,2229.2,0.789267,20.56711,1.875
T3_301_NH2_CH3_H_H-L2_209_CHO_H_H-HCB_A-AA,0.51666,4109.31,1.27651,20.86751,2.589
T3_301_NH2_H_H_H-L2_208_CHO_H_H-HCB_A-AA,0.53476,2841.64,1.11791,22.21663,1.595
T3_301_NH2_SO2H_H_H-L2_201_CHO_H_H-HCB_A-AA,0.539,2898.4,1.11305,22.0622,1.86
T3_301_NH2_OH_H_H-L2_216_CHO_H_H-HCB_A-AA,0.4162,2436.02,0.646358,15.26686,0.973
T3_301_NH2_COOH_H_H-L2_208_CHO_H_H-HCB_A-AA,0.5417,3585.07,1.31871,22.39844,1.754
T3_301_NH2_Br_H_H-L2_212_CHO_H_H-HCB_A-AA,0.45906,1993.37,0.675909,20.64158,1.83
T3_301_NH2_Cl_H_H-L2_215_CHO_H_H-HCB_A-AA,0.41172,2199.04,0.601073,15.2669,0.914
T3_301_NH2_Cl_H_H-L2_216_CHO_H_H-HCB_A-AA,0.4072,2272.98,0.594474,15.26686,0.992
T3_301_NH2_Cl_H_H-L2_208_CHO_H_H-HCB_A-AA,0.5243,2527.25,1.00527,22.21663,1.536
T3_301_NH2_NO_H_H-L2_203_CHO_H_H-HCB_A-AA,0.53502,2563.42,1.01728,22.21663,1.683
T3_301_NH2_CN_H_H-L2_209_CHO_H_H-HCB_A-AA,0.46658,2209.68,0.784571,20.56711,1.842
T3_301_NH2_CHO_H_H-L2_217_CHO_H_H-HCB_A-AA,0.51034,3281.41,1.1517,20.99163,2.165
T3_301_NH2_NO_H_H-L2_207_CHO_H_H-HCB_A-AA,0.52556,2511.53,1.00637,22.21663,1.469
T3_301_NH2_CHO_H_H-L2_209_CHO_H_H-HCB_A-AA,0.49292,3107.89,1.04022,20.73589,2.128
T3_301_NH2_F_H_H-L2_211_CHO_H_H-HCB_A-AA,0.32932,1861.42,0.394102,11.90783,1.157
T3_301_NH2_F_H_H-L2_216_CHO_H_H-HCB_A-AA,0.4194,2411.43,0.646876,15.26686,0.996
T3_301_NH2_CH3_H_H-L2_210_CHO_H_H-HCB_A-AA,0.4528,4354.89,1.02185,15.65676,1.373
T3_301_NH2_H_H_H-L2_207_CHO_H_H-HCB_A-AA,0.53486,2817.69,1.10084,22.21663,1.559
T3_301_NH2_NO_H_H-L2_211_CHO_H_H-HCB_A-AA,0.32264,1761.22,0.375109,11.90783,1.231
T3_301_NH2_EPO_H_H-L2_211_CHO_H_H-HCB_A-AA,0.3623,3269.86,0.592805,12.36996,1.59
T3_301_NH2_OMe_H_H-L2_203_CHO_H_H-HCB_A-AA,0.5674,4373.5,1.53023,22.48652,2.229
T3_301_NH2_SH_H_H-L2_208_CHO_H_H-HCB_A-AA,0.52654,2558.4,1.01537,22.21663,1.583
T3_301_NH2_CHO_H_H-L2_210_CHO_H_H-HCB_A-AA,0.42346,3173.7,0.8013,15.48635,1.16
T3_301_NH2_Cl_H_H-L2_203_CHO_H_H-HCB_A-AA,0.53326,2554.03,1.00093,22.21663,1.56
T3_301_NH2_SO2H_H_H-L2_203_CHO_H_H-HCB_A-AA,0.5441,3406.02,1.24004,21.93014,1.822
T3_301_NH2_NO2_H_H-L2_203_CHO_H_H-HCB_A-AA,0.55402,3602.95,1.31926,22.39933,1.799
T3_301_NH2_SH_H_H-L2_215_CHO_H_H-HCB_A-AA,0.41606,2198.27,0.612141,15.2669,1.059
T3_301_NH2_SH_H_H-L2_209_CHO_H_H-HCB_A-AA,0.47386,2222.68,0.785305,20.56711,2.053
T3_301_NH2_Br_H_H-L2_216_CHO_H_H-HCB_A-AA,0.40168,1964.95,0.512399,15.26686,0.973
T3_301_NH2_OCOCH3_H_H-L2_202_CHO_H_H-HCB_A-AA,0.4726,6243.85,1.08461,14.05431,2.254
T3_301_NH2_CHS_H_H-L2_212_CHO_H_H-HCB_A-AA,0.4769,2976.22,0.947307,20.80982,2.004
T3_301_NH2_CHO_H_H-L2_205_CHO_H_H-HCB_A-AA,0.46662,3362.2,0.96379,18.40899,1.541
T3_301_NH2_NO_H_H-L2_214_CHO_H_H-HCB_A-AA,0.41402,2199.93,0.615322,15.26692,0.949
T3_301_NH2_I_H_H-L2_215_CHO_H_H-HCB_A-AA,0.3954,1650.87,0.445,14.3599,0.999
T3_301_NH2_EPO_H_H-L2_215_CHO_H_H-HCB_A-AA,0.44492,3971.8,0.92223,14.82854,1.282
T3_301_NH2_I_H_H-L2_201_CHO_H_H-HCB_A-AA,0.5207,1764.11,0.73764,22.24812,1.624
T3_301_NH2_I_H_H-L2_202_CHO_H_H-HCB_A-AA,0.39594,1706.61,0.462959,14.7031,1.03
T3_301_NH2_CH3_H_H-L2_207_CHO_H_H-HCB_A-AA,0.56626,4685.04,1.6149,22.49697,1.954
T3_301_NH2_Cl_H_H-L2_205_CHO_H_H-HCB_A-AA,0.44502,2330.63,0.71555,18.22096,1.487
T3_301_NH2_Br_H_H-L2_202_CHO_H_H-HCB_A-AA,0.40584,1949.98,0.538401,15.69348,0.988
T3_301_NH2_OMe_H_H-L2_217_CHO_H_H-HCB_A-AA,0.52982,4098.81,1.34024,21.11075,2.695
T3_301_NH2_NO2_H_H-L2_201_CHO_H_H-HCB_A-AA,0.54882,2965.76,1.17892,22.43058,1.707
T3_301_NH2_Cl_H_H-L2_207_CHO_H_H-HCB_A-AA,0.5244,2473.82,0.991186,22.21663,1.406
T3_301_NH2_NO_H_H-L2_204_CHO-HCB_A-AA,0.3046,2447.98,0.407737,9.73442,0.529
T3_301_NH2_Br_H_H-L2_208_CHO_H_H-HCB_A-AA,0.52154,2260.83,0.903414,22.21663,1.557
T3_301_NH2_NO2_H_H-L2_215_CHO_H_H-HCB_A-AA,0.43236,3047.39,0.793458,15.52147,1.063
T3_301_NH2_SH_H_H-L2_204_CHO-HCB_A-AA,0.30958,2385.78,0.407649,10.08851,0.647
T3_301_NH2_SO2H_H_H-L2_217_CHO_H_H-HCB_A-AA,0.50646,3177.42,1.0881,21.01744,2.263
T3_301_NH2_CN_H_H-L2_208_CHO_H_H-HCB_A-AA,0.51852,2593.81,1.01726,22.21663,1.446
T3_301_NH2_F_H_H-L2_213_CHO_H_H-HCB_A-AA,0.4825,2423.98,0.857082,19.08362,1.452
T3_301_NH2_I_H_H-L2_211_CHO_H_H-HCB_A-AA,0.31118,1355.19,0.289251,11.90783,1.056
T3_301_NH2_OH_H_H-L2_202_CHO_H_H-HCB_A-AA,0.41908,2370.83,0.6781,15.79061,1.01
T3_301_NH2_H_H_H-L2_214_CHO_H_H-HCB_A-AA,0.42972,2530.71,0.706425,15.26692,0.992
T3_301_NH2_Cl_H_H-L2_214_CHO_H_H-HCB_A-AA,0.41214,2173.74,0.601686,15.26692,0.928
T3_301_NH2_EPO_H_H-L2_202_CHO_H_H-HCB_A-AA,0.4478,4128.9,0.966264,15.17686,1.523
T3_301_NH2_CN_H_H-L2_204_CHO-HCB_A-AA,0.27946,2556.82,0.382319,8.67162,0.507
T3_301_NH2_COOH_H_H-L2_202_CHO_H_H-HCB_A-AA,0.42678,3185.22,0.817012,15.00006,1.176
T3_301_NH2_COOH_H_H-L2_212_CHO_H_H-HCB_A-AA,0.48106,3109.24,0.982981,20.83583,2.137
T3_301_NH2_H_H_H-L2_216_CHO_H_H-HCB_A-AA,0.4263,2633.03,0.700802,15.26686,1.152
T3_301_NH2_H_H_H-L2_202_CHO_H_H-HCB_A-AA,0.42734,2591.34,0.73239,15.79061,1.121
T3_301_NH2_NO2_H_H-L2_206_CHO_H_H-HCB_A-AA,0.4868,2980.0,0.935906,18.67017,1.404
T3_301_NH2_CHO_H_H-L2_211_CHO_H_H-HCB_A-AA,0.34334,2514.55,0.505375,12.15739,1.182
T3_301_NH2_CHS_H_H-L2_217_CHO_H_H-HCB_A-AA,0.50666,3116.03,1.10385,20.99163,2.293
T3_301_NH2_SO2H_H_H-L2_206_CHO_H_H-HCB_A-AA,0.4738,2895.69,0.869422,17.69648,1.494
T3_301_NH2_CN_H_H-L2_214_CHO_H_H-HCB_A-AA,0.4005,2258.19,0.603187,14.60687,0.951
T3_301_NH2_OH_H_H-L2_204_CHO-HCB_A-AA,0.31834,2631.77,0.458303,10.55279,0.556
T3_301_NH2_F_H_H-L2_217_CHO_H_H-HCB_A-AA,0.49856,2465.66,0.91132,20.82472,2.041
T3_301_NH2_F_H_H-L2_206_CHO_H_H-HCB_A-AA,0.47292,2248.55,0.748825,18.47056,1.247
T3_301_NH2_OCOCH3_H_H-L2_201_CHO_H_H-HCB_A-AA,0.58194,5863.82,1.5231,21.70494,2.733
T3_301_NH2_CHO_H_H-L2_213_CHO_H_H-HCB_A-AA,0.49652,3290.91,1.08401,19.26408,1.527
T3_301_NH2_OMe_H_H-L2_209_CHO_H_H-HCB_A-AA,0.51052,3891.8,1.20804,20.85633,2.438
T3_301_NH2_EPO_H_H-L2_205_CHO_H_H-HCB_A-AA,0.4806,4118.76,1.10222,18.55352,1.995
T3_301_NH2_NO_H_H-L2_210_CHO_H_H-HCB_A-AA,0.40578,2243.44,0.606047,15.26686,0.996
T3_301_NH2_OCOCH3_H_H-L2_213_CHO_H_H-HCB_A-AA,0.53346,6372.13,1.38893,18.38414,2.533
T3_301_NH2_CHS_H_H-L2_210_CHO_H_H-HCB_A-AA,0.41796,3027.24,0.750664,15.17353,1.199
T3_301_NH2_CH3_H_H-L2_213_CHO_H_H-HCB_A-AA,0.51972,4275.58,1.34007,19.40468,1.879
T3_301_NH2_OCOCH3_H_H-L2_216_CHO_H_H-HCB_A-AA,0.47,6079.5,1.03662,13.67896,1.927
T3_301_NH2_Br_H_H-L2_206_CHO_H_H-HCB_A-AA,0.46148,1903.38,0.630109,18.47056,1.274
T3_301_NH2_EPO_H_H-L2_213_CHO_H_H-HCB_A-AA,0.51048,4021.35,1.23766,19.42121,1.8
T3_301_NH2_NH2_H_H-L2_209_CHO_H_H-HCB_A-AA,0.47494,2328.84,0.815557,20.56711,1.861
T3_301_NH2_OMe_H_H-L2_207_CHO_H_H-HCB_A-AA,0.55956,4430.31,1.51976,22.48652,2.0
T3_301_NH2_F_H_H-L2_210_CHO_H_H-HCB_A-AA,0.41486,2341.89,0.643145,15.26686,0.961
T3_301_NH2_Br_H_H-L2_207_CHO_H_H-HCB_A-AA,0.52164,2232.52,0.891984,22.21663,1.459
T3_301_NH2_COOH_H_H-L2_217_CHO_H_H-HCB_A-AA,0.51114,3290.45,1.14557,21.01744,2.387
T3_301_NH2_OH_H_H-L2_207_CHO_H_H-HCB_A-AA,0.52898,2662.5,1.04556,22.21663,1.479
T3_301_NH2_OCOCH3_H_H-L2_210_CHO_H_H-HCB_A-AA,0.4657,6105.19,1.03176,13.67896,2.201
T3_301_NH2_F_H_H-L2_202_CHO_H_H-HCB_A-AA,0.42168,2376.27,0.677595,15.79061,1.078
T3_301_NH2_NO_H_H-L2_201_CHO_H_H-HCB_A-AA,0.52964,2149.56,0.904815,22.24812,1.586
T3_301_NH2_I_H_H-L2_213_CHO_H_H-HCB_A-AA,0.46464,1856.64,0.636981,19.08362,1.336
T3_301_NH2_CHO_H_H-L2_216_CHO_H_H-HCB_A-AA,0.42708,3200.42,0.804175,15.48635,1.091
T3_301_NH2_I_H_H-L2_203_CHO_H_H-HCB_A-AA,0.5237,2079.69,0.808862,22.21663,1.503
