cifname,value1,value2
T3_301_NH2_OH_H_H-L2_206_CHO_H_H-HCB_A-AA,1.232,0.0480015273
T3_301_NH2_SO2H_H_H-L2_212_CHO_H_H-HCB_A-AA,2.071,0.1175628626
T3_301_NH2_CN_H_H-L2_217_CHO_H_H-HCB_A-AA,2.059,0.1719888269
T3_301_NH2_SO2H_H_H-L2_214_CHO_H_H-HCB_A-AA,1.171,0.1058344311
T3_301_NH2_COOH_H_H-L2_203_CHO_H_H-HCB_A-AA,1.78,0.0855620664
T3_301_NH2_OH_H_H-L2_210_CHO_H_H-HCB_A-AA,1.089,0.150353142
T3_301_NH2_SH_H_H-L2_207_CHO_H_H-HCB_A-AA,1.52,0.1496853591
T3_301_NH2_COOH_H_H-L2_206_CHO_H_H-HCB_A-AA,1.492,0.1530958337
T3_301_NH2_CHS_H_H-L2_203_CHO_H_H-HCB_A-AA,1.814,0.0944860037
T3_301_NH2_CH3_H_H-L2_217_CHO_H_H-HCB_A-AA,2.628,0.1909496576
T3_301_NH2_COOH_H_H-L2_201_CHO_H_H-HCB_A-AA,1.78,0.1599515687
T3_301_NH2_NO2_H_H-L2_209_CHO_H_H-HCB_A-AA,1.964,0.1785833401
T3_301_NH2_CH3_H_H-L2_212_CHO_H_H-HCB_A-AA,2.356,0.1657134822
T3_301_NH2_SO2H_H_H-L2_208_CHO_H_H-HCB_A-AA,1.826,0.1220651109
T3_301_NH2_CH3_H_H-L2_203_CHO_H_H-HCB_A-AA,2.117,0.1098714008
T3_301_NH2_OCOCH3_H_H-L2_217_CHO_H_H-HCB_A-AA,3.743,0.258875954
T3_301_NH2_NH2_H_H-L2_215_CHO_H_H-HCB_A-AA,1.018,0.124734796
T3_301_NH2_SH_H_H-L2_210_CHO_H_H-HCB_A-AA,1.172,0.1013905261
T3_301_NH2_EPO_H_H-L2_201_CHO_H_H-HCB_A-AA,2.195,0.2103632945
T3_301_NH2_Cl_H_H-L2_212_CHO_H_H-HCB_A-AA,1.773,0.0787131851
T3_301_NH2_I_H_H-L2_212_CHO_H_H-HCB_A-AA,1.759,0.1791756937
T3_301_NH2_F_H_H-L2_214_CHO_H_H-HCB_A-AA,1.007,0.1121277225
T3_301_NH2_H_H_H-L2_209_CHO_H_H-HCB_A-AA,1.91,0.0991230266
T3_301_NH2_EPO_H_H-L2_210_CHO_H_H-HCB_A-AA,1.402,0.1893284914
T3_301_NH2_H_H_H-L2_201_CHO_H_H-HCB_A-AA,1.689,0.1195131675
T3_301_NH2_NO_H_H-L2_216_CHO_H_H-HCB_A-AA,1.057,0.1381460997
T3_301_NH2_Cl_H_H-L2_202_CHO_H_H-HCB_A-AA,1.012,0.0833493711
T3_301_NH2_CN_H_H-L2_202_CHO_H_H-HCB_A-AA,1.002,0.11425525
T3_301_NH2_CHS_H_H-L2_207_CHO_H_H-HCB_A-AA,1.653,0.156764139
T3_301_NH2_SO2H_H_H-L2_209_CHO_H_H-HCB_A-AA,2.162,0.3144853936
T3_301_NH2_F_H_H-L2_215_CHO_H_H-HCB_A-AA,0.973,0.062936273
T3_301_NH2_I_H_H-L2_205_CHO_H_H-HCB_A-AA,1.458,0.0618556092
T3_301_NH2_NO2_H_H-L2_211_CHO_H_H-HCB_A-AA,1.264,0.1830582048
T3_301_NH2_COOH_H_H-L2_207_CHO_H_H-HCB_A-AA,1.772,0.2194006116
T3_301_NH2_CHO_H_H-L2_215_CHO_H_H-HCB_A-AA,1.012,0.077728
T3_301_NH2_COOH_H_H-L2_205_CHO_H_H-HCB_A-AA,1.589,0.1518829742
T3_301_NH2_SH_H_H-L2_201_CHO_H_H-HCB_A-AA,1.623,0.1318673051
T3_301_NH2_OMe_H_H-L2_208_CHO_H_H-HCB_A-AA,2.141,0.0928404969
T3_301_NH2_CHO_H_H-L2_201_CHO_H_H-HCB_A-AA,1.758,0.1031798534
T3_301_NH2_CH3_H_H-L2_201_CHO_H_H-HCB_A-AA,1.991,0.1825840009
T3_301_NH2_NO_H_H-L2_202_CHO_H_H-HCB_A-AA,1.042,0.0401321665
T3_301_NH2_SH_H_H-L2_206_CHO_H_H-HCB_A-AA,1.353,0.1209711876
T3_301_NH2_F_H_H-L2_203_CHO_H_H-HCB_A-AA,1.54,0.0954596937
T3_301_NH2_Br_H_H-L2_201_CHO_H_H-HCB_A-AA,1.7,0.129687043
T3_301_NH2_F_H_H-L2_201_CHO_H_H-HCB_A-AA,1.647,0.1408392595
T3_301_NH2_OCOCH3_H_H-L2_208_CHO_H_H-HCB_A-AA,2.949,0.2172740992
T3_301_NH2_CN_H_H-L2_207_CHO_H_H-HCB_A-AA,1.409,0.1342419181
T3_301_NH2_NO_H_H-L2_208_CHO_H_H-HCB_A-AA,1.531,0.111680105
T3_301_NH2_OH_H_H-L2_205_CHO_H_H-HCB_A-AA,1.629,0.1105531326
T3_301_NH2_NH2_H_H-L2_202_CHO_H_H-HCB_A-AA,1.179,0.1346717684
T3_301_NH2_CHS_H_H-L2_204_CHO-HCB_A-AA,0.804,0.0709646815
T3_301_NH2_F_H_H-L2_207_CHO_H_H-HCB_A-AA,1.466,0.1417799707
T3_301_NH2_COOH_H_H-L2_211_CHO_H_H-HCB_A-AA,1.206,0.0622901245
T3_301_NH2_CHO_H_H-L2_214_CHO_H_H-HCB_A-AA,1.077,0.0524142323
T3_301_NH2_OMe_H_H-L2_210_CHO_H_H-HCB_A-AA,1.325,0.1543740564
T3_301_NH2_NO2_H_H-L2_217_CHO_H_H-HCB_A-AA,2.293,0.1919559339
T3_301_NH2_SO2H_H_H-L2_204_CHO-HCB_A-AA,0.686,0.0193326029
T3_301_NH2_EPO_H_H-L2_206_CHO_H_H-HCB_A-AA,1.711,0.2069656476
T3_301_NH2_CHS_H_H-L2_202_CHO_H_H-HCB_A-AA,1.279,0.1190285872
T3_301_NH2_Cl_H_H-L2_210_CHO_H_H-HCB_A-AA,1.019,0.1259490504
T3_301_NH2_SO2H_H_H-L2_213_CHO_H_H-HCB_A-AA,1.61,0.1812390002
T3_301_NH2_CN_H_H-L2_206_CHO_H_H-HCB_A-AA,1.163,0.0748233711
T3_301_NH2_OCOCH3_H_H-L2_205_CHO_H_H-HCB_A-AA,3.211,0.2707987644
T3_301_NH2_CH3_H_H-L2_216_CHO_H_H-HCB_A-AA,1.285,0.1305753208
T3_301_NH2_COOH_H_H-L2_209_CHO_H_H-HCB_A-AA,2.066,0.088375389
T3_301_NH2_CHS_H_H-L2_201_CHO_H_H-HCB_A-AA,1.917,0.1559632795
T3_301_NH2_H_H_H-L2_206_CHO_H_H-HCB_A-AA,1.302,0.0882881477
T3_301_NH2_CN_H_H-L2_216_CHO_H_H-HCB_A-AA,0.952,0.1188017733
T3_301_NH2_CN_H_H-L2_203_CHO_H_H-HCB_A-AA,1.417,0.0757191848
T3_301_NH2_Br_H_H-L2_203_CHO_H_H-HCB_A-AA,1.583,0.0782221436
T3_301_NH2_F_H_H-L2_205_CHO_H_H-HCB_A-AA,1.563,0.0908689583
T3_301_NH2_I_H_H-L2_210_CHO_H_H-HCB_A-AA,0.975,0.0705016562
T3_301_NH2_Br_H_H-L2_205_CHO_H_H-HCB_A-AA,1.459,0.1303094732
T3_301_NH2_EPO_H_H-L2_209_CHO_H_H-HCB_A-AA,2.566,0.1491308953
T3_301_NH2_Br_H_H-L2_204_CHO-HCB_A-AA,0.602,0.0754643231
T3_301_NH2_EPO_H_H-L2_212_CHO_H_H-HCB_A-AA,2.331,0.1590093188
T3_301_NH2_CHS_H_H-L2_213_CHO_H_H-HCB_A-AA,1.656,0.0968024277
T3_301_NH2_NH2_H_H-L2_203_CHO_H_H-HCB_A-AA,1.723,0.1668835524
T3_301_NH2_NO_H_H-L2_217_CHO_H_H-HCB_A-AA,2.27,0.2716724142
T3_301_NH2_SO2H_H_H-L2_210_CHO_H_H-HCB_A-AA,1.174,0.1456672771
T3_301_NH2_NO2_H_H-L2_214_CHO_H_H-HCB_A-AA,1.089,0.0731042615
T3_301_NH2_SH_H_H-L2_216_CHO_H_H-HCB_A-AA,1.051,0.1183793946
T3_301_NH2_OH_H_H-L2_211_CHO_H_H-HCB_A-AA,1.11,0.1049753861
T3_301_NH2_COOH_H_H-L2_216_CHO_H_H-HCB_A-AA,1.1,0.0443291651
T3_301_NH2_OCOCH3_H_H-L2_204_CHO-HCB_A-AA,0.965,0.1013335064
T3_301_NH2_CN_H_H-L2_210_CHO_H_H-HCB_A-AA,1.002,0.092341127
T3_301_NH2_NO2_H_H-L2_213_CHO_H_H-HCB_A-AA,1.578,0.1926572
T3_301_NH2_EPO_H_H-L2_208_CHO_H_H-HCB_A-AA,2.166,0.1719328099
T3_301_NH2_OCOCH3_H_H-L2_214_CHO_H_H-HCB_A-AA,1.88,0.2502252585
T3_301_NH2_H_H_H-L2_205_CHO_H_H-HCB_A-AA,1.732,0.1887169637
T3_301_NH2_OMe_H_H-L2_211_CHO_H_H-HCB_A-AA,1.405,0.102467872
T3_301_NH2_EPO_H_H-L2_203_CHO_H_H-HCB_A-AA,2.297,0.2421095367
T3_301_NH2_H_H_H-L2_210_CHO_H_H-HCB_A-AA,1.182,0.1076572743
T3_301_NH2_SH_H_H-L2_202_CHO_H_H-HCB_A-AA,1.19,0.1429707377
T3_301_NH2_NO2_H_H-L2_208_CHO_H_H-HCB_A-AA,1.876,0.0911652939
T3_301_NH2_SH_H_H-L2_213_CHO_H_H-HCB_A-AA,1.51,0.0873448009
T3_301_NH2_NO2_H_H-L2_210_CHO_H_H-HCB_A-AA,1.224,0.0873889033
T3_301_NH2_NH2_H_H-L2_206_CHO_H_H-HCB_A-AA,1.323,0.1397406526
T3_301_NH2_CH3_H_H-L2_202_CHO_H_H-HCB_A-AA,1.385,0.0849972941
T3_301_NH2_F_H_H-L2_204_CHO-HCB_A-AA,0.467,0.0341684893
T3_301_NH2_OH_H_H-L2_215_CHO_H_H-HCB_A-AA,0.957,0.0549269324
T3_301_NH2_SH_H_H-L2_212_CHO_H_H-HCB_A-AA,1.942,0.2145616355
T3_301_NH2_NH2_H_H-L2_208_CHO_H_H-HCB_A-AA,1.622,0.0665082328
T3_301_NH2_SO2H_H_H-L2_205_CHO_H_H-HCB_A-AA,1.623,0.0535055547
T3_301_NH2_SO2H_H_H-L2_215_CHO_H_H-HCB_A-AA,1.143,0.0545750586
T3_301_NH2_Br_H_H-L2_210_CHO_H_H-HCB_A-AA,1.058,0.0997623491
T3_301_NH2_OMe_H_H-L2_215_CHO_H_H-HCB_A-AA,1.274,0.1370821293
T3_301_NH2_COOH_H_H-L2_213_CHO_H_H-HCB_A-AA,1.602,0.1635603558
T3_301_NH2_F_H_H-L2_209_CHO_H_H-HCB_A-AA,1.967,0.1220019629
T3_301_NH2_SH_H_H-L2_203_CHO_H_H-HCB_A-AA,1.728,0.1661894545
T3_301_NH2_SO2H_H_H-L2_216_CHO_H_H-HCB_A-AA,1.068,0.2582053091
T3_301_NH2_OMe_H_H-L2_202_CHO_H_H-HCB_A-AA,1.383,0.0403714779
T3_301_NH2_NO2_H_H-L2_204_CHO-HCB_A-AA,0.657,0.0796861909
T3_301_NH2_CHS_H_H-L2_208_CHO_H_H-HCB_A-AA,1.785,0.1467609005
T3_301_NH2_NO2_H_H-L2_202_CHO_H_H-HCB_A-AA,1.174,0.1048284645
T3_301_NH2_Cl_H_H-L2_213_CHO_H_H-HCB_A-AA,1.442,0.125734721
T3_301_NH2_CN_H_H-L2_212_CHO_H_H-HCB_A-AA,1.716,0.1960669757
T3_301_NH2_Br_H_H-L2_214_CHO_H_H-HCB_A-AA,0.964,0.089350984
T3_301_NH2_NH2_H_H-L2_201_CHO_H_H-HCB_A-AA,1.677,0.15246534
T3_301_NH2_CHS_H_H-L2_206_CHO_H_H-HCB_A-AA,1.479,0.1353139837
T3_301_NH2_CH3_H_H-L2_215_CHO_H_H-HCB_A-AA,1.258,0.143817163
T3_301_NH2_I_H_H-L2_209_CHO_H_H-HCB_A-AA,1.825,0.2590396254
T3_301_NH2_CHS_H_H-L2_214_CHO_H_H-HCB_A-AA,1.148,0.0980089199
T3_301_NH2_F_H_H-L2_212_CHO_H_H-HCB_A-AA,1.861,0.1398646767
T3_301_NH2_COOH_H_H-L2_204_CHO-HCB_A-AA,0.647,0.0547512782
T3_301_NH2_CH3_H_H-L2_211_CHO_H_H-HCB_A-AA,1.618,0.0615433628
T3_301_NH2_EPO_H_H-L2_216_CHO_H_H-HCB_A-AA,1.297,0.112213598
T3_301_NH2_OH_H_H-L2_214_CHO_H_H-HCB_A-AA,0.962,0.1149277411
T3_301_NH2_COOH_H_H-L2_210_CHO_H_H-HCB_A-AA,1.136,0.1061071305
T3_301_NH2_OH_H_H-L2_203_CHO_H_H-HCB_A-AA,1.694,0.1287477556
T3_301_NH2_OCOCH3_H_H-L2_215_CHO_H_H-HCB_A-AA,1.822,0.0732622112
T3_301_NH2_OCOCH3_H_H-L2_211_CHO_H_H-HCB_A-AA,2.309,0.136306971
T3_301_NH2_NH2_H_H-L2_210_CHO_H_H-HCB_A-AA,1.156,0.0920067081
T3_301_NH2_OH_H_H-L2_217_CHO_H_H-HCB_A-AA,2.153,0.1999201886
T3_301_NH2_NO_H_H-L2_205_CHO_H_H-HCB_A-AA,1.538,0.1687205208
T3_301_NH2_H_H_H-L2_212_CHO_H_H-HCB_A-AA,2.0,0.208431205
T3_301_NH2_NO_H_H-L2_212_CHO_H_H-HCB_A-AA,1.993,0.1641482391
T3_301_NH2_OH_H_H-L2_201_CHO_H_H-HCB_A-AA,1.645,0.23329138
T3_301_NH2_NO_H_H-L2_206_CHO_H_H-HCB_A-AA,1.294,0.0913763738
T3_301_NH2_OH_H_H-L2_208_CHO_H_H-HCB_A-AA,1.556,0.0701455157
T3_301_NH2_H_H_H-L2_217_CHO_H_H-HCB_A-AA,2.318,0.117004366
T3_301_NH2_NH2_H_H-L2_216_CHO_H_H-HCB_A-AA,0.988,0.1024302622
T3_301_NH2_SO2H_H_H-L2_211_CHO_H_H-HCB_A-AA,1.272,0.2250786552
T3_301_NH2_Cl_H_H-L2_209_CHO_H_H-HCB_A-AA,1.852,0.1917551011
T3_301_NH2_CHS_H_H-L2_215_CHO_H_H-HCB_A-AA,1.114,0.0740208831
T3_301_NH2_F_H_H-L2_208_CHO_H_H-HCB_A-AA,1.52,0.18044
T3_301_NH2_H_H_H-L2_203_CHO_H_H-HCB_A-AA,1.827,0.1293598129
T3_301_NH2_NH2_H_H-L2_214_CHO_H_H-HCB_A-AA,0.961,0.0592791385
T3_301_NH2_OMe_H_H-L2_214_CHO_H_H-HCB_A-AA,1.257,0.1145919888
T3_301_NH2_OMe_H_H-L2_205_CHO_H_H-HCB_A-AA,1.98,0.1275903476
T3_301_NH2_I_H_H-L2_208_CHO_H_H-HCB_A-AA,1.558,0.1107446572
T3_301_NH2_OCOCH3_H_H-L2_203_CHO_H_H-HCB_A-AA,3.019,0.1922968682
T3_301_NH2_CH3_H_H-L2_205_CHO_H_H-HCB_A-AA,1.94,0.1383133469
T3_301_NH2_SH_H_H-L2_205_CHO_H_H-HCB_A-AA,1.569,0.1244874288
T3_301_NH2_Cl_H_H-L2_201_CHO_H_H-HCB_A-AA,1.695,0.1161284117
T3_301_NH2_CHO_H_H-L2_202_CHO_H_H-HCB_A-AA,1.187,0.0444593538
T3_301_NH2_CHO_H_H-L2_208_CHO_H_H-HCB_A-AA,1.709,0.0980875157
T3_301_NH2_SH_H_H-L2_214_CHO_H_H-HCB_A-AA,1.017,0.0899098361
T3_301_NH2_OCOCH3_H_H-L2_212_CHO_H_H-HCB_A-AA,3.534,0.388525969
T3_301_NH2_I_H_H-L2_204_CHO-HCB_A-AA,0.608,0.0810049928
T3_301_NH2_Cl_H_H-L2_204_CHO-HCB_A-AA,0.552,0.0875210771
T3_301_NH2_CHS_H_H-L2_209_CHO_H_H-HCB_A-AA,2.265,0.0494642384
T3_301_NH2_OMe_H_H-L2_204_CHO-HCB_A-AA,0.791,0.1148271185
T3_301_NH2_NH2_H_H-L2_217_CHO_H_H-HCB_A-AA,2.092,0.0802883318
T3_301_NH2_OH_H_H-L2_212_CHO_H_H-HCB_A-AA,1.883,0.1709889814
T3_301_NH2_Br_H_H-L2_211_CHO_H_H-HCB_A-AA,1.126,0.0569587579
T3_301_NH2_EPO_H_H-L2_217_CHO_H_H-HCB_A-AA,2.673,0.2848817168
T3_301_NH2_CHO_H_H-L2_204_CHO-HCB_A-AA,0.66,0.1001862977
T3_301_NH2_CHS_H_H-L2_216_CHO_H_H-HCB_A-AA,1.159,0.0818096196
T3_301_NH2_CN_H_H-L2_211_CHO_H_H-HCB_A-AA,1.001,0.0758208896
T3_301_NH2_OCOCH3_H_H-L2_209_CHO_H_H-HCB_A-AA,3.725,0.3066192218
T3_301_NH2_NO2_H_H-L2_207_CHO_H_H-HCB_A-AA,1.667,0.2721542038
T3_301_NH2_SH_H_H-L2_211_CHO_H_H-HCB_A-AA,1.228,0.1099590385
T3_301_NH2_EPO_H_H-L2_214_CHO_H_H-HCB_A-AA,1.334,0.0661888288
T3_301_NH2_EPO_H_H-L2_204_CHO-HCB_A-AA,0.93,0.0998009643
T3_301_NH2_I_H_H-L2_216_CHO_H_H-HCB_A-AA,0.977,0.0778518299
T3_301_NH2_SO2H_H_H-L2_202_CHO_H_H-HCB_A-AA,1.19,0.0950552016
T3_301_NH2_NO2_H_H-L2_216_CHO_H_H-HCB_A-AA,1.088,0.0759731915
T3_301_NH2_H_H_H-L2_215_CHO_H_H-HCB_A-AA,1.037,0.1008188779
T3_301_NH2_Br_H_H-L2_209_CHO_H_H-HCB_A-AA,1.832,0.1072089619
T3_301_NH2_CHS_H_H-L2_211_CHO_H_H-HCB_A-AA,1.333,0.1380065722
T3_301_NH2_Cl_H_H-L2_217_CHO_H_H-HCB_A-AA,2.109,0.1772297192
T3_301_NH2_OMe_H_H-L2_206_CHO_H_H-HCB_A-AA,1.697,0.1315747863
T3_301_NH2_I_H_H-L2_207_CHO_H_H-HCB_A-AA,1.506,0.154772892
T3_301_NH2_SO2H_H_H-L2_207_CHO_H_H-HCB_A-AA,1.758,0.1522756828
T3_301_NH2_COOH_H_H-L2_214_CHO_H_H-HCB_A-AA,1.07,0.0665661415
T3_301_NH2_NO_H_H-L2_215_CHO_H_H-HCB_A-AA,0.924,0.1472458019
T3_301_NH2_NH2_H_H-L2_205_CHO_H_H-HCB_A-AA,1.461,0.0729723757
T3_301_NH2_CHO_H_H-L2_203_CHO_H_H-HCB_A-AA,1.801,0.0534695361
T3_301_NH2_CN_H_H-L2_205_CHO_H_H-HCB_A-AA,1.494,0.1259490504
T3_301_NH2_Br_H_H-L2_217_CHO_H_H-HCB_A-AA,2.025,0.2205566503
T3_301_NH2_SH_H_H-L2_217_CHO_H_H-HCB_A-AA,2.111,0.2549314325
T3_301_NH2_CH3_H_H-L2_206_CHO_H_H-HCB_A-AA,1.709,0.1641951788
T3_301_NH2_CHO_H_H-L2_206_CHO_H_H-HCB_A-AA,1.414,0.1061978746
T3_301_NH2_CH3_H_H-L2_204_CHO-HCB_A-AA,0.774,0.0357662581
T3_301_NH2_I_H_H-L2_206_CHO_H_H-HCB_A-AA,1.251,0.165422583
T3_301_NH2_NH2_H_H-L2_211_CHO_H_H-HCB_A-AA,1.143,0.0589859175
T3_301_NH2_COOH_H_H-L2_215_CHO_H_H-HCB_A-AA,1.108,0.0967227877
T3_301_NH2_CHO_H_H-L2_207_CHO_H_H-HCB_A-AA,1.658,0.1539116143
T3_301_NH2_Br_H_H-L2_215_CHO_H_H-HCB_A-AA,0.99,0.0656921499
T3_301_NH2_OCOCH3_H_H-L2_207_CHO_H_H-HCB_A-AA,2.774,0.2116142451
T3_301_NH2_H_H_H-L2_213_CHO_H_H-HCB_A-AA,1.488,0.2083664934
T3_301_NH2_OMe_H_H-L2_213_CHO_H_H-HCB_A-AA,1.662,0.1635603558
T3_301_NH2_NO2_H_H-L2_205_CHO_H_H-HCB_A-AA,1.646,0.1500324635
T3_301_NH2_CN_H_H-L2_213_CHO_H_H-HCB_A-AA,1.333,0.080048019
T3_301_NH2_I_H_H-L2_217_CHO_H_H-HCB_A-AA,2.162,0.1706506346
T3_301_NH2_NH2_H_H-L2_207_CHO_H_H-HCB_A-AA,1.514,0.0928404969
T3_301_NH2_NH2_H_H-L2_212_CHO_H_H-HCB_A-AA,1.913,0.2038328921
T3_301_NH2_OCOCH3_H_H-L2_206_CHO_H_H-HCB_A-AA,2.497,0.1261171965
T3_301_NH2_OMe_H_H-L2_201_CHO_H_H-HCB_A-AA,2.028,0.2172829659
T3_301_NH2_NO_H_H-L2_209_CHO_H_H-HCB_A-AA,1.875,0.0730515358
T3_301_NH2_CH3_H_H-L2_209_CHO_H_H-HCB_A-AA,2.589,0.2910963952
T3_301_NH2_H_H_H-L2_208_CHO_H_H-HCB_A-AA,1.595,0.1171195683
T3_301_NH2_SO2H_H_H-L2_201_CHO_H_H-HCB_A-AA,1.86,0.228830649
T3_301_NH2_OH_H_H-L2_216_CHO_H_H-HCB_A-AA,0.973,0.0660722991
T3_301_NH2_COOH_H_H-L2_208_CHO_H_H-HCB_A-AA,1.754,0.1325085734
T3_301_NH2_Br_H_H-L2_212_CHO_H_H-HCB_A-AA,1.83,0.2236791177
T3_301_NH2_Cl_H_H-L2_215_CHO_H_H-HCB_A-AA,0.914,0.144871565
T3_301_NH2_Cl_H_H-L2_216_CHO_H_H-HCB_A-AA,0.992,0.0748233711
T3_301_NH2_Cl_H_H-L2_208_CHO_H_H-HCB_A-AA,1.536,0.1195131675
T3_301_NH2_NO_H_H-L2_203_CHO_H_H-HCB_A-AA,1.683,0.1473242842
T3_301_NH2_CN_H_H-L2_209_CHO_H_H-HCB_A-AA,1.842,0.1652011571
T3_301_NH2_CHO_H_H-L2_217_CHO_H_H-HCB_A-AA,2.165,0.3179095756
T3_301_NH2_NO_H_H-L2_207_CHO_H_H-HCB_A-AA,1.469,0.0890269735
T3_301_NH2_CHO_H_H-L2_209_CHO_H_H-HCB_A-AA,2.128,0.2559571356
T3_301_NH2_F_H_H-L2_211_CHO_H_H-HCB_A-AA,1.157,0.0953183167
T3_301_NH2_F_H_H-L2_216_CHO_H_H-HCB_A-AA,0.996,0.0783205982
T3_301_NH2_CH3_H_H-L2_210_CHO_H_H-HCB_A-AA,1.373,0.091080725
T3_301_NH2_H_H_H-L2_207_CHO_H_H-HCB_A-AA,1.559,0.0747976188
T3_301_NH2_NO_H_H-L2_211_CHO_H_H-HCB_A-AA,1.231,0.1248737248
T3_301_NH2_EPO_H_H-L2_211_CHO_H_H-HCB_A-AA,1.59,0.174744735
T3_301_NH2_OMe_H_H-L2_203_CHO_H_H-HCB_A-AA,2.229,0.173605456
T3_301_NH2_SH_H_H-L2_208_CHO_H_H-HCB_A-AA,1.583,0.1288375066
T3_301_NH2_CHO_H_H-L2_210_CHO_H_H-HCB_A-AA,1.16,0.045402666
T3_301_NH2_Cl_H_H-L2_203_CHO_H_H-HCB_A-AA,1.56,0.1328425498
T3_301_NH2_SO2H_H_H-L2_203_CHO_H_H-HCB_A-AA,1.822,0.1121277225
T3_301_NH2_NO2_H_H-L2_203_CHO_H_H-HCB_A-AA,1.799,0.1695065698
T3_301_NH2_SH_H_H-L2_215_CHO_H_H-HCB_A-AA,1.059,0.10316118
T3_301_NH2_SH_H_H-L2_209_CHO_H_H-HCB_A-AA,2.053,0.2505176587
T3_301_NH2_Br_H_H-L2_216_CHO_H_H-HCB_A-AA,0.973,0.1340408495
T3_301_NH2_OCOCH3_H_H-L2_202_CHO_H_H-HCB_A-AA,2.254,0.056106799
T3_301_NH2_CHS_H_H-L2_212_CHO_H_H-HCB_A-AA,2.004,0.1464586662
T3_301_NH2_CHO_H_H-L2_205_CHO_H_H-HCB_A-AA,1.541,0.1343136554
T3_301_NH2_NO_H_H-L2_214_CHO_H_H-HCB_A-AA,0.949,0.0400841327
T3_301_NH2_I_H_H-L2_215_CHO_H_H-HCB_A-AA,0.999,0.0630585983
T3_301_NH2_EPO_H_H-L2_215_CHO_H_H-HCB_A-AA,1.282,0.1516417792
T3_301_NH2_I_H_H-L2_201_CHO_H_H-HCB_A-AA,1.624,0.0487581306
T3_301_NH2_I_H_H-L2_202_CHO_H_H-HCB_A-AA,1.03,0.0739688107
T3_301_NH2_CH3_H_H-L2_207_CHO_H_H-HCB_A-AA,1.954,0.0667684268
T3_301_NH2_Cl_H_H-L2_205_CHO_H_H-HCB_A-AA,1.487,0.1493374479
T3_301_NH2_Br_H_H-L2_202_CHO_H_H-HCB_A-AA,0.988,0.0971203348
T3_301_NH2_OMe_H_H-L2_217_CHO_H_H-HCB_A-AA,2.695,0.1466952504
T3_301_NH2_NO2_H_H-L2_201_CHO_H_H-HCB_A-AA,1.707,0.1417256072
T3_301_NH2_Cl_H_H-L2_207_CHO_H_H-HCB_A-AA,1.406,0.1043680017
T3_301_NH2_NO_H_H-L2_204_CHO-HCB_A-AA,0.529,0.0289157413
T3_301_NH2_Br_H_H-L2_208_CHO_H_H-HCB_A-AA,1.557,0.1610678165
T3_301_NH2_NO2_H_H-L2_215_CHO_H_H-HCB_A-AA,1.063,0.1205723891
T3_301_NH2_SH_H_H-L2_204_CHO-HCB_A-AA,0.647,0.1070291111
T3_301_NH2_SO2H_H_H-L2_217_CHO_H_H-HCB_A-AA,2.263,0.1855252951
T3_301_NH2_CN_H_H-L2_208_CHO_H_H-HCB_A-AA,1.446,0.155332022
T3_301_NH2_F_H_H-L2_213_CHO_H_H-HCB_A-AA,1.452,0.0574973869
T3_301_NH2_I_H_H-L2_211_CHO_H_H-HCB_A-AA,1.056,0.0909537241
